t,y,vx,vy
0.0636614590747331,0.05922098,0.7222193436,1.339972104
0.06405688018979834,0.05976453,0.7584158247,1.3418368200000002
0.06445228944246738,0.06028214,0.7357114743,1.335121482
0.06484769869513642,0.06082038,0.7274013489,1.3789153319999998
0.06524311981020166,0.06137262,0.7313590652999999,1.278767775
0.0656385290628707,0.06183167,0.6984824024999999,1.23185061
0.06603393831553973,0.0623468,0.6725182554,1.339497495
0.06642934756820877,0.06289097,0.6881916486,1.3449340019999998
0.06682476868327401,0.06341041,0.7409599923,1.3341022949999999
0.06722017793594307,0.06394602,0.7197474146999999,1.3891350209999997
0.0676155871886121,0.06450897,0.7135958751,1.352738496
0.06801100830367734,0.0650158,0.7269014498999999,1.3133982149999999
0.06840641755634638,0.06554764,0.7329953283,1.316947245
