t,y,vx,vy
0.028074306049822067,0.07564635,0.0006366680787,-1.821682536
0.02846972716488731,0.07494957,0.002725676958,-1.767794604
0.028865136417556347,0.07424833,-0.022925283839999998,-1.799043771
0.029260545670225388,0.07352684,-0.016531069829999998,-1.7926007219999998
0.02965596678529063,0.07283069,0.009732805919999999,-1.775664009
0.030051376037959668,0.0721226,0.004243974752999999,-1.801384782
0.030446785290628706,0.07140611,0.003995222313,-1.824984567
0.030842194543297747,0.07067935,0.009891171899999999,-1.818437829
0.03123761565836299,0.06996805,-0.022234698239999996,-1.812059691
0.03163302491103203,0.06924633,-0.01948545606,-1.780161414
0.03202843416370107,0.06856025,0.010851053849999999,-1.782123918
0.03242385527876631,0.06783698,0.0050354918999999995,-1.834252509
0.03281926453143535,0.06710967,-0.0019297416479999998,-1.8319755659999999
0.033214673784104386,0.06638821,-0.003726430077,-1.8422694389999998
0.03361009489916963,0.06565276,0.004234553385,-1.84867371
0.03400550415183867,0.06492623,0.0064942452329999996,-1.83085269
0.03440091340450771,0.06420488,-0.002435614146,-1.844581788
0.034796322657176755,0.06346748,-0.00556764408,-1.8774157949999999
0.035191743772242,0.06272017,0.001887366567,-1.857316146
0.035587153024911035,0.06199867,0.0024321393,-1.858146501
0.03598256227758007,0.0612507,0.005529180518999999,-1.863182583
0.036377983392645315,0.06052522,0.003338808561,-1.859488557
0.03677339264531435,0.05978017,-0.007368280277999999,-1.8664761840000001
0.03716880189798339,0.05904916,-0.007280431247999999,-1.873779936
0.03756422301304863,0.05829833,-2.1640534979999997e-05,-1.878518439
0.03795963226571768,0.05756358,-0.003436739871,-1.869686328
0.038355041518386715,0.05681974,-0.00914571543,-1.88331258
0.03875045077105575,0.05607421,-0.005994804825,-1.8835882409999998
0.039145871886120995,0.05533015,0.003344094171,-1.865839719
0.03954128113879004,0.05459865,0.006095013078,-1.8584702129999997
0.03993669039145908,0.05386042,0.0004778691339,-1.885000266
0.04033211150652432,0.05310795,-0.006802620533999999,-1.9152740819999998
0.04072752075919336,0.05234577,-0.013032324779999998,-1.902969654
0.041122930011862395,0.05160303,-0.004508789714999999,-1.8729318780000002
0.04151835112692764,0.05086461,0.003950813073,-1.8733297740000001
0.041913760379596675,0.05012155,-0.004859076447,-1.8931655639999998
0.04230916963226572,0.04936745,-0.01042877829,-1.8786634349999998
0.04270457888493476,0.04863586,-0.002424567474,-1.875266145
0.0431,0.04788444,0.02437660107,-1.937257836
0.04349540925266904,0.04710383,0.005633675427,-1.961085231
0.04389081850533808,0.04633356,-0.01408030023,-1.913522328
0.044286239620403324,0.04559056,-0.0016159618740000002,-1.9053612450000001
0.04468164887307236,0.04482675,-0.011492981489999998,-1.9307119409999998
0.0450770581257414,0.04406371,-0.0069808804709999995,-1.909899114
0.04547247924080664,0.04331636,0.02069317158,-1.920139035
0.04586788849347568,0.04254521,0.00952916241,-1.9579475849999999
0.04626329774614472,0.04176796,-0.0184108671,-1.9670014049999998
0.04665870699881376,0.04098966,-0.008696876939999999,-1.932574971
0.047054128113879004,0.04023963,0.02998996947,-1.9097937390000002
0.04744953736654804,0.03947934,0.01798446084,-1.9986627989999999
0.04784494661921709,0.03865904,0.012516046289999999,-1.7322098879999999
0.04824036773428233,0.03810947,0.1379233986,-1.003029219
0.048635776986951366,0.03786582,0.3565895058,0.1721151414
0.049031186239620404,0.03824558,0.6091542447,1.207652295
0.049426607354685646,0.03882086,0.758706744,1.5768255990000002
0.049822016607354684,0.03949257,0.7607576787,1.5868901759999998
0.05021742586002373,0.04007581,0.7298105586,1.499470233
0.05061283511269277,0.04067839,0.7424338092,1.515858996
0.05100825622775801,0.04127459,0.7579579914,1.5305524859999997
0.051403665480427047,0.04188879,0.7428004299000001,1.5035039879999998
0.051799074733096084,0.0424636,0.7458976118999999,1.4609206860000001
0.052194495848161326,0.04304413,0.7447354520999999,1.4730978209999999
0.052589905100830364,0.04362857,0.7370015172,1.46811822
0.05298531435349941,0.04420515,0.7545915552,1.480623282
0.05338073546856465,0.04479948,0.7465137606,1.4947452179999998
0.05377614472123369,0.04538724,0.7475983643999999,1.481976297
0.05417155397390273,0.04597147,0.7509113543999999,1.4552144189999998
0.054566963226571764,0.04653806,0.7330438851000001,1.417517145
0.054962384341637006,0.04709247,0.744479433,1.3818219959999998
0.055357793594306044,0.04763084,0.7571764461,1.4123133060000002
0.055753202846975096,0.04820937,0.7404879965999999,1.467210309
0.05614862396204034,0.04879115,0.7324150913999999,1.428159177
0.056544033214709376,0.04933879,0.7476072159,1.4060936519999998
0.056939442467378414,0.04990312,0.7444555761,1.398917193
0.057334863582443656,0.05044509,0.7383021819,1.4020657979999998
0.05773027283511269,0.05101191,0.7409832591,1.438736298
0.058125682087781724,0.05158288,0.7319881962,1.411994652
0.058521091340450776,0.05212855,0.7418165645999999,1.403699532
0.05891651245551602,0.05269296,0.7426941276,1.3945142039999998
0.059311921708185056,0.05323137,0.7440586074,1.3692528659999998
0.059707330960854094,0.0537758,0.7305022401,1.4259943529999999
0.060102752075919336,0.05435908,0.7201190091,1.3620064379999999
0.060498161328588373,0.05485291,0.7476196079999999,1.341861267
0.06089357058125741,0.05542026,0.7265775693,1.4030731829999998
0.06128899169632265,0.0559625,0.7271138015999999,1.3923384209999998
0.0616844009489917,0.05652136,0.7630086573,1.3549117499999999
0.062079810201660736,0.057034,0.7596012512999999,1.372978926
0.062475219454329774,0.05760714,0.7272298827,1.422108966
0.06287064056939502,0.05815864,0.7354124622,1.3880509229999998
0.06326604982206406,0.05870485,0.7342636218,1.3433297729999998
