-36.7174,-13.8878
-12.4764,10.8836
33.2805,-10.3684
3.1115,6.5628
-22.1552,-20.8190
65.6614,-3.9273
-1.1631,27.3272
-8.9562,-19.0475
20.1628,16.6907
-5.8293,32.1547
3.7085,14.8900
2.3394,7.5892
15.5362,-26.9590
2.2717,-12.6457
17.6019,28.9819
9.2731,-17.1359
-39.1140,-13.3242
19.5525,13.5791
24.8357,-20.4461
-7.4138,39.3062
-4.6800,-0.1899
27.3387,4.3179
2.7291,-15.6646
13.9121,-17.7406
-9.1768,-1.1577
25.9652,6.4249
-13.5016,9.4378
-17.7486,-8.5286
-13.4992,-5.8678
13.8427,14.7105
15.1929,10.2966
-24.3409,39.7637
-44.9060,-7.9083
-60.3361,25.1219
-11.9850,-1.5920
-43.7680,26.3165
-25.4190,0.8175
-6.9478,1.3928
23.8565,4.1893
-27.3772,9.0693
13.0148,14.5070
-32.5436,10.4643
-17.0168,8.3549
-17.7770,-14.6926
12.5238,-28.5784
-5.4970,8.8803
9.5477,-12.4250
9.7783,-15.2585
-16.4164,8.2055
17.6788,-7.2014
9.2877,-13.5340
-34.8869,27.5653
22.9938,-20.9536
46.6316,11.0954
21.0422,-3.2425
27.1061,7.5623
14.0327,-9.1866
41.3684,-15.8211
13.0761,-14.0718
62.6302,-2.2199
19.4192,38.3856
-24.1340,29.6737
3.9305,1.5742
12.6561,-27.8700
20.4276,10.3465
-32.2415,4.7848
-54.4521,-28.0611
60.0958,-33.5348
27.4597,18.1057
63.3375,8.9591
-15.4110,7.8879
57.9362,-25.1519
-34.1193,-20.3185
11.0912,16.6948
16.4998,5.2004
49.0581,25.0699
32.9851,18.7399
19.4333,4.6988
-63.0494,34.8872
-22.0763,-7.5188
33.8764,-3.3930
-30.3613,6.8860
-12.3085,2.7778
-68.8744,33.0194
25.5757,11.8197
-2.0863,-40.5966
-24.8017,10.7323
-53.7886,24.1321
-26.8803,3.4319
19.1651,18.3771
27.2096,1.3538
-1.0950,-16.5449
10.4876,-24.5085
-32.6956,-16.7511
-3.9107,-11.2896
21.1290,22.5487
9.7104,-3.0757
33.6400,-8.6749
-68.3928,-18.6475
20.5824,-2.3900
36.6977,23.2275
17.2128,-11.9884
-40.1471,-2.8510
6.2217,-1.2765
-35.6856,-10.2584
-27.0004,25.6524
9.1875,3.2670
-28.5221,18.2120
-8.1648,-16.9875
3.0632,7.1523
13.1402,-0.0220
-1.7513,-16.1264
-17.4243,14.7287
33.3534,-13.8020
20.2917,-28.1902
28.0393,6.3767
-29.1398,9.5023
16.4069,-33.3270
-24.1878,-3.6018
-0.6579,-0.0255
22.2760,11.6161
-57.2472,8.1012
40.0111,-16.1637
-12.5526,-12.4674
-3.3931,-16.2818
24.9962,-8.1666
26.8539,-12.5761
-14.8467,-14.2049
20.2856,4.6139
17.7202,-0.4772
-5.0221,36.9967
-1.6089,32.8230
-13.0561,12.0525
21.3612,30.9970
2.3549,9.1869
0.9566,18.0673
-36.0915,-26.0055
-24.2547,36.5052
-38.2468,23.6459
54.9268,12.9918
53.4024,29.6016
-3.9732,-8.0472
30.8123,9.5563
4.6031,-18.5580
39.5657,6.5431
22.9638,10.2498
38.2415,-21.1625
34.5240,-3.7686
-3.5844,17.6538
-12.8499,-12.0526
-27.7616,-4.0252
31.1622,-1.5655
3.4572,11.5988
-17.8988,4.0437
-33.8329,11.5788
-5.0670,-5.0963
-4.4444,-22.0061
38.8814,-27.5274
11.5086,-5.9324
-12.1356,7.4905
17.2787,19.5253
-24.2951,13.0502
-2.7190,9.6531
-6.2239,-8.7235
-37.8650,1.2619
5.4246,-48.6572
-23.5505,-49.0971
8.9160,-6.5544
13.0648,4.5509
34.2591,-3.5366
-2.1060,45.3968
26.3808,-2.7435
-25.1234,3.5085
-21.3544,4.6210
-6.6657,32.2875
39.1457,-34.0920
22.3766,-9.1194
47.5344,-23.7111
16.2761,4.5037
-16.6955,-49.7785
12.2029,-4.0274
22.4622,-3.8222
30.8358,3.5457
1.8475,-8.3729
-22.6445,6.9677
1.8522,-12.9397
26.5702,-5.8306
-23.0380,5.3991
2.7104,-4.3880
-17.3514,-13.4017
32.8613,14.5800
-25.7926,36.0118
33.4507,-0.1875
15.6901,16.2390
-13.9296,-1.5223
-35.1473,-13.7973
1.1598,-25.1065
-5.0865,-13.7427
-17.5175,-1.9989
-57.9894,-8.3332
-33.2404,6.9619
14.1771,3.8798
-16.9607,14.9714
-30.8296,-64.5937
-35.9617,-5.8216
10.4888,-6.7692
-51.0263,-4.6478
20.8695,21.5227
30.1662,0.6594
-25.0536,-15.7944
-14.6690,-32.7581
-20.9801,7.5175
-32.3257,65.7431
12.5417,11.5406
7.4686,-8.3911
-72.2993,4.2950
35.4184,11.0824
16.5020,7.0071
7.1859,-16.9213
10.7854,7.3095
16.4850,-25.3185
17.1820,32.7092
5.2976,-34.7230
-12.6659,-29.3273
5.3368,-2.5139
-14.6233,-8.5602
57.3074,-33.4228
26.3918,-6.0294
6.4224,-4.9755
-8.5879,-24.8899
6.1941,7.1753
-18.5564,27.7891
-1.5203,4.9102
5.0174,1.7064
32.9469,13.3112
-14.1717,-23.3183
-38.7692,-16.8126
11.6961,-29.5852
