-105.8433,-20.5754
65.3459,108.2266
82.5615,-21.6443
-70.1080,126.7805
72.3782,-127.3612
53.6168,26.4943
48.1881,152.3318
-96.1145,-141.6244
-160.7441,-145.2981
-160.2987,122.2855
92.3259,-83.6357
15.7091,3.8251
222.1014,135.1054
-48.3396,-113.6117
36.0055,-23.3635
9.2175,-14.1393
46.5107,63.4133
103.3998,-45.3136
49.1344,-103.2626
51.3358,-43.5859
-91.7696,74.8193
56.4034,22.7773
269.6872,-31.3629
-30.7828,106.9019
-117.2378,58.0856
-62.8025,40.4338
179.2867,209.9799
-100.0090,-29.5574
-18.7560,18.7945
-71.8423,-33.1751
-117.9299,-41.6427
-18.2099,40.2467
-49.3968,-18.2460
62.9620,-180.1719
-12.1791,55.3206
204.4070,-115.7343
-77.2774,-31.4010
-22.7350,28.9894
-19.6591,35.9599
201.3917,45.6870
2.7684,-42.1721
-22.4167,73.7059
86.0305,51.9792
81.0215,131.3919
-27.1745,-3.4612
-31.4080,11.1452
26.9910,-51.6174
47.4629,143.0817
195.1438,53.5758
-64.3956,-83.9488
-293.1948,-14.9809
-1.0151,-22.1148
22.0453,-6.7002
-106.0374,41.2610
114.3757,182.3007
53.8675,21.9362
0.7103,-92.3439
194.5071,-26.6981
48.1360,44.2567
-41.0258,-90.6427
65.8201,136.5043
40.1711,27.6818
-194.1019,-22.4263
-8.6580,-14.4730
-34.4568,-41.2547
171.1751,-60.0629
-43.3608,2.0627
121.8873,-158.9730
78.5687,39.6733
-113.0612,-32.3474
0.4933,-23.9965
-36.0622,-16.7973
-155.0456,134.1322
77.7932,-49.2420
-198.4152,16.6602
-24.5996,-149.1449
-70.8704,-40.2528
168.3774,-17.4250
-114.0415,8.7700
152.2942,-9.1059
174.9889,-104.2307
6.0767,-62.7364
-158.0785,-17.8548
-22.3407,-74.6902
25.3343,40.7585
16.2478,-22.7879
64.2373,49.7957
28.7458,-62.8083
10.6338,-4.7129
-39.1362,128.8445
97.2913,32.5738
43.3839,102.8060
86.8362,103.6513
-18.4369,9.0939
