43.1720,59.5856
35.8924,66.7840
132.4242,112.4142
-89.6356,-80.0380
-59.2402,16.7264
-21.5682,-110.5302
-134.5450,-11.1886
13.4304,-19.7590
-44.9172,-115.3006
-4.0618,-133.5710
18.5152,-115.8980
-28.8014,-109.1222
-68.9224,-66.8858
107.6800,-122.5666
1.3450,56.3298
-25.0196,-24.1574
-196.8012,29.3558
-166.2822,43.7794
-114.2440,-46.8440
62.5942,24.0428
22.7088,123.2710
-16.8104,-126.7002
30.0234,54.2586
-14.9232,99.5588
-112.9526,117.4220
1.9670,2.1936
-128.4986,-76.8190
-75.0662,-93.6922
-75.6492,70.2548
-118.3032,52.1662
17.5506,103.1842
69.3850,-67.2452
35.5210,95.1732
94.4460,55.7786
-51.8978,-159.8890
-113.0230,44.2232
139.4138,86.7794
126.6160,-6.8678
-35.9150,-34.0334
-52.9868,71.4564
