t,x,y,vx,vy,ω
3.766663,0.05004343,0.1115911,0.02989039,0.05312141,-2.595291
3.799996,0.05103905,0.1133691,0.03010115,0.05305405,-2.610457
3.83333,0.05205017,0.115128,0.0302576,0.05242519,-2.709333
3.866663,0.05305622,0.1168641,0.03055869,0.05181412,-2.857326
3.899996,0.05408742,0.1185823,0.03035289,0.05151043,-2.747263
3.933329,0.05507975,0.1202981,0.0304632,0.05104362,-2.788006
3.966663,0.0561183,0.1219852,0.03085259,0.05037105,-2.979066
3.999996,0.05713658,0.1236562,0.03058177,0.05058313,-2.753967
4.033329,0.05815708,0.1253574,0.03086991,0.05016573,-2.854655
4.066663,0.05919458,0.1270005,0.02998995,0.04952223,-2.567167
4.099996,0.06015641,0.1286589,0.03000823,0.04883084,-2.61557
4.133329,0.06119512,0.1302559,0.03102561,0.04841959,-2.984811
4.166663,0.06222478,0.1318869,0.03136204,0.04812016,-3.073691
4.199996,0.06328592,0.1334639,0.03131079,0.04777559,-3.037732
4.233329,0.06431216,0.1350719,0.03179635,0.04780733,-3.118956
4.266662,0.06540568,0.1366511,0.03064713,0.04631419,-2.901148
4.299996,0.0663553,0.1381595,,,
