t,x,y,vx,vy,ω
2.199998,0.01958463,0.0370709,0.03147532,0.05770476,-1.696256
2.233331,0.02098353,0.04021843,0.04721299,0.07344242,-8.930264
2.266664,0.02273216,0.04196706,0.03672121,0.05770476,-6.732355
2.299998,0.02343161,0.04406541,0.02098355,0.07344242,17.96763
2.333331,0.02413106,0.04686321,0.03672121,0.05245887,-8.246364
2.366664,0.02587968,0.04756266,0.0419671,0.06819653,-6.013319
2.399998,0.02692886,0.05140964,0.02622944,0.07344242,11.65667
2.433331,0.02762831,0.05245882,0.03672121,0.05245887,-7.533375
2.466664,0.02937694,0.0549069,0.0419671,0.07344242,-2.566863
2.499998,0.03042612,0.05735498,0.03672121,0.06295065,-2.288341
2.533331,0.03182502,0.0591036,0.03147532,0.05770476,-0.6307197
2.566664,0.03252447,0.06120196,0.02622944,0.05770476,3.424036
2.599997,0.03357365,0.06295058,0.03147532,0.05245887,-2.480213
2.633331,0.03462282,0.06469921,0.03672121,0.05770476,-3.960514
2.666664,0.03602172,0.06679756,0.0419671,0.06819653,-3.512494
2.699997,0.03742063,0.06924564,0.03147532,0.06295065,1.546986
2.733331,0.03812008,0.07099427,0.03147532,0.05245887,-1.903585
2.766664,0.03951898,0.0727429,0.0419671,0.05770476,-6.49976
2.799997,0.04091788,0.07484125,0.03147532,0.05770476,-0.07283493
2.833331,0.04161733,0.07658988,0.03147532,0.05770476,0.04122596
2.866664,0.04301623,0.07868823,0.03672121,0.04721299,-6.115477
2.899997,0.04406541,0.07973741,0.03672121,0.0419671,-7.424029
2.93333,0.04546431,0.08148603,0.03147532,0.05770476,0.2175057
2.966664,0.04616376,0.08358439,0.03672121,0.05770476,-2.313714
2.999997,0.04791239,0.08533301,0.03147532,0.05245887,-1.260512
3.03333,0.04826211,0.08708164,0.03147532,0.05770476,0.4517218
3.066664,0.05001074,0.08917999,0.0419671,0.05245887,-6.214235
3.099997,0.05105992,0.0905789,0.02622944,0.05245887,1.501174
3.13333,0.05175937,0.09267725,0.02622944,0.05770476,2.90602
3.166664,0.05280855,0.09442588,0.03672121,0.04721299,-4.704148
3.199997,0.05420745,0.09582478,0.0419671,0.04721299,-6.929751
3.23333,0.05560635,0.09757341,0.03147532,0.05245887,-0.7860886
3.266663,0.0563058,0.09932203,0.02622944,0.05245887,1.570564
3.299997,0.05735498,0.1010707,0.03147532,0.04721299,-1.990537
3.33333,0.05840415,0.1024696,0.03147532,0.04721299,-1.945005
3.366663,0.05945333,0.1042182,0.03147532,0.04721299,-1.867114
3.399997,0.06050251,0.1056171,0.03672121,0.05770476,-1.519483
3.43333,0.06190141,0.1080652,0.03672121,0.04721299,-3.82773
3.466663,0.06295058,0.1087646,0.03147532,0.03672121,-4.064676
3.499997,0.06399976,0.1105132,0.02622944,0.04721299,0.4205951
3.53333,0.06469921,0.1119122,0.03147532,0.04721299,-1.558776
3.566663,0.06609811,0.1136608,0.0419671,0.05245887,-4.318287
3.599996,0.06749702,0.1154094,0.02622944,0.03672121,-1.795372
3.63333,0.06784674,0.1161089,0.02098355,0.04721299,2.390968
3.666663,0.06889592,0.1185569,0.02622944,0.05245887,1.581612
3.699996,0.06959537,0.1196061,0.02622944,0.03147532,-2.812713
3.73333,0.07064455,0.1206553,,,
